"ObjectApiName","FieldApiName","Label","Type","IsCustom","IsNillable","IsCalculated","Length","Precision","Scale","ReferenceTo"
"MktSgmtActvContactPtSrc","MktSgmntActvtnContactPointId","有効化連絡先 ID","reference","False","False","False","18","0","0","MktSgmntActvtnContactPoint"
"MktSgmtActvContactPtSrc","Name","名前","string","False","False","False","255","0","0",""
"MktSgmtActvContactPtSrc","Preference","有効化連絡先データソース設定","picklist","False","False","False","255","0","0",""
"MktSgmtActvContactPtSrc","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"MlFeatureValueMetric","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"MlFeatureValueMetric","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"MlFeatureValueMetric","Date","Date","date","False","False","False","0","0","0",""
"MlFeatureValueMetric","Feature","Feature","picklist","False","False","False","255","0","0",""
"MlFeatureValueMetric","Id","ML Feature Value Metrics ID","id","False","False","False","18","0","0",""
"MlFeatureValueMetric","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"MlFeatureValueMetric","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"MlFeatureValueMetric","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"MlFeatureValueMetric","MetricKey","Metric Key","string","False","False","False","80","0","0",""
"MlFeatureValueMetric","MetricValue","Metric Value","double","False","False","False","0","18","2",""
"MlFeatureValueMetric","Name","Name","string","False","False","False","255","0","0",""
"MlFeatureValueMetric","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"MLModelMetric","BasicMetricValue","基本的なメトリクス","double","False","True","False","0","24","8",""
"MLModelMetric","ComplexMetricValue","複雑なメトリクス","textarea","False","True","False","131072","0","0",""
"MLModelMetric","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"MLModelMetric","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"MLModelMetric","DataSetType","データセット種別","picklist","False","True","False","255","0","0",""
"MLModelMetric","EndTime","終了時刻","datetime","False","True","False","0","0","0",""
"MLModelMetric","GraphType","グラフ種別","picklist","False","True","False","255","0","0",""
"MLModelMetric","Id","ML モデルメトリクス ID","id","False","False","False","18","0","0",""
"MLModelMetric","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"MLModelMetric","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"MLModelMetric","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"MLModelMetric","MetricType","メトリクス種別","picklist","False","True","False","255","0","0",""
"MLModelMetric","ModelId","ML モデル ID","reference","False","False","False","18","0","0","MLModel"
"MLModelMetric","Name","名前","string","False","False","False","255","0","0",""
"MLModelMetric","RowCount","トランザクション数","int","False","True","False","0","0","0",""
"MLModelMetric","Span","メトリクス範囲","picklist","False","True","False","255","0","0",""
"MLModelMetric","StartTime","開始時刻","datetime","False","True","False","0","0","0",""
"MLModelMetric","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"ObjectRequirement__c","API__c","API名","string","True","True","False","50","0","0",""
"ObjectRequirement__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"ObjectRequirement__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"ObjectRequirement__c","dataType__c","データ型","picklist","True","True","False","255","0","0",""
"ObjectRequirement__c","decimalPosition__c","小数点の位置","double","True","True","False","0","1","0",""
"ObjectRequirement__c","defaultValue__c","デフォルト値","string","True","True","False","255","0","0",""
"ObjectRequirement__c","document__c","説明","textarea","True","True","False","32768","0","0",""
"ObjectRequirement__c","externalID__c","外部IDとしての利用","boolean","True","False","False","0","0","0",""
"ObjectRequirement__c","function__c","数式の記載","textarea","True","True","False","32768","0","0",""
"ObjectRequirement__c","globalPickList__c","グローバル選択肢を検討","boolean","True","False","False","0","0","0",""
"ObjectRequirement__c","helpText__c","ヘルプテキスト","textarea","True","True","False","255","0","0",""
"ObjectRequirement__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"ObjectRequirement__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"ObjectRequirement__c","LastActivityDate","最終活動日","date","False","True","False","0","0","0",""
"ObjectRequirement__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"ObjectRequirement__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"ObjectRequirement__c","LastReferencedDate","最終参照日","datetime","False","True","False","0","0","0",""
"ObjectRequirement__c","LastViewedDate","最終閲覧日","datetime","False","True","False","0","0","0",""
"ObjectRequirement__c","length__c","文字数","double","True","True","False","0","10","0",""
"ObjectRequirement__c","Name","項目ラベル","string","False","True","False","80","0","0",""
"ObjectRequirement__c","objectAPIName__c","オブジェクトAPI名","picklist","True","True","False","255","0","0",""
"ObjectRequirement__c","OwnerId","所有者 ID","reference","False","False","False","18","0","0","Group;User"
"ObjectRequirement__c","pickListValue__c","選択リスト値","textarea","True","True","False","255","0","0",""
"ObjectRequirement__c","ref_object__c","参照オブジェクト","picklist","True","True","False","255","0","0",""
"ObjectRequirement__c","requiredField__c","必須項目","boolean","True","False","False","0","0","0",""
"ObjectRequirement__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"ObjectRequirement__c","uniqueField__c","ユニーク性の担保","boolean","True","False","False","0","0","0",""
"OperationFlow__c","content__c","内容","textarea","True","True","False","32768","0","0",""
"OperationFlow__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"OperationFlow__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"OperationFlow__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"OperationFlow__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"OperationFlow__c","LastActivityDate","最終活動日","date","False","True","False","0","0","0",""
"OperationFlow__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"OperationFlow__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"OperationFlow__c","LastReferencedDate","最終参照日","datetime","False","True","False","0","0","0",""
"OperationFlow__c","LastViewedDate","最終閲覧日","datetime","False","True","False","0","0","0",""
"OperationFlow__c","Name","対象","string","False","True","False","80","0","0",""
"OperationFlow__c","OwnerId","所有者 ID","reference","False","False","False","18","0","0","Group;User"
"OperationFlow__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"OrgMetric","Category","カテゴリ","picklist","False","True","False","40","0","0",""
"OrgMetric","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"OrgMetric","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"OrgMetric","FeatureType","機能種別","picklist","False","True","False","40","0","0",""
"OrgMetric","Id","組織メトリクス ID","id","False","False","False","18","0","0",""
"OrgMetric","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"OrgMetric","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"OrgMetric","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"OrgMetric","LatestOrgMetricScanSummaryId","組織メトリクスのスキャン概要 ID","reference","False","True","False","18","0","0","OrgMetricScanSummary"
"OrgMetric","Name","組織メトリクス","string","False","False","False","255","0","0",""
"OrgMetric","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"PermissionRequirement__c","create__c","作成","boolean","True","False","False","0","0","0",""
"PermissionRequirement__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"PermissionRequirement__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"PermissionRequirement__c","delete__c","削除","boolean","True","False","False","0","0","0",""
"PermissionRequirement__c","document__c","説明","textarea","True","True","False","32768","0","0",""
"PermissionRequirement__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"PermissionRequirement__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"PermissionRequirement__c","LastActivityDate","最終活動日","date","False","True","False","0","0","0",""
"PermissionRequirement__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"PermissionRequirement__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"PermissionRequirement__c","LastReferencedDate","最終参照日","datetime","False","True","False","0","0","0",""
"PermissionRequirement__c","LastViewedDate","最終閲覧日","datetime","False","True","False","0","0","0",""
"PermissionRequirement__c","Name","定義名","string","False","True","False","80","0","0",""
"PermissionRequirement__c","OwnerId","所有者 ID","reference","False","False","False","18","0","0","Group;User"
"PermissionRequirement__c","read__c","参照","boolean","True","False","False","0","0","0",""
"PermissionRequirement__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"PermissionRequirement__c","targetObject__c","対象オブジェクト","picklist","True","True","False","255","0","0",""
"PermissionRequirement__c","update__c","編集","boolean","True","False","False","0","0","0",""
"PlatformEventUsageMetric","EndDate","End Date","datetime","False","True","False","0","0","0",""
"PlatformEventUsageMetric","ExternalId","External ID","string","False","True","False","255","0","0",""
"PlatformEventUsageMetric","Id","Platform Event Usage Metric ID","id","False","False","False","18","0","0",""
"PlatformEventUsageMetric","Name","Metric Name","picklist","False","False","False","255","0","0",""
"PlatformEventUsageMetric","StartDate","Start Date","datetime","False","True","False","0","0","0",""
"PlatformEventUsageMetric","Value","Metric Value","long","False","True","False","0","0","0",""
"PracticeTest__c","Correct_Options__c","Correct Options","string","True","True","False","5","0","0",""
"PracticeTest__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"PracticeTest__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"PracticeTest__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"PracticeTest__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"PracticeTest__c","isTranslated__c","翻訳済み","boolean","True","False","False","0","0","0",""
"PracticeTest__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"PracticeTest__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"PracticeTest__c","LastReferencedDate","最終参照日","datetime","False","True","False","0","0","0",""
"PracticeTest__c","LastViewedDate","最終閲覧日","datetime","False","True","False","0","0","0",""
"PracticeTest__c","Name","PracticeTest名","string","False","False","False","80","0","0",""
"PracticeTest__c","Objective__c","Objective","string","True","True","False","255","0","0",""
"PracticeTest__c","Option_A__c","Option A","string","True","True","False","255","0","0",""
"PracticeTest__c","Option_A_Explanation__c","Option A Explanation","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Option_A_Explanation_J__c","Option A Explanation(日本語)","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Option_A_J__c","Option A(日本語)","string","True","True","False","255","0","0",""
"PracticeTest__c","Option_B__c","Option B","string","True","True","False","255","0","0",""
"PracticeTest__c","Option_B_Explanation__c","Option B Explanation","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Option_B_Explanation_J__c","Option B Explanation(日本語)","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Option_B_J__c","Option B(日本語)","string","True","True","False","255","0","0",""
"PracticeTest__c","Option_C__c","Option C","string","True","True","False","255","0","0",""
"PracticeTest__c","Option_C_Explanation__c","Option C Explanation","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Option_C_Explanation_J__c","Option C Explanation(日本語)","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Option_C_J__c","Option C(日本語)","string","True","True","False","255","0","0",""
"PracticeTest__c","Option_D__c","Option D","string","True","True","False","255","0","0",""
"PracticeTest__c","Option_D_Explanation__c","Option D Explanation","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Option_D_Explanation_J__c","Option D Explanation(日本語)","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Option_D_J__c","Option D(日本語)","string","True","True","False","255","0","0",""
"PracticeTest__c","Option_E__c","Option E","string","True","True","False","255","0","0",""
"PracticeTest__c","Option_E_Explanation__c","Option E Explanation","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Option_E_Explanation_J__c","Option E Explanation(日本語)","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Option_E_J__c","Option E(日本語)","string","True","True","False","255","0","0",""
"PracticeTest__c","OwnerId","所有者 ID","reference","False","False","False","18","0","0","Group;User"
"PracticeTest__c","Question__c","Question","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Question_J__c","Question(日本語)","textarea","True","True","False","32768","0","0",""
"PracticeTest__c","Reference_URLs__c","Reference URLs","textarea","True","True","False","255","0","0",""
"PracticeTest__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"PushTopic","ApiVersion","API バージョン","double","False","False","False","0","18","1",""
"PushTopic","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"PushTopic","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"PushTopic","Description","説明","string","False","True","False","400","0","0",""
"PushTopic","Id","転送トピック ID","id","False","False","False","18","0","0",""
"PushTopic","IsActive","有効","boolean","False","False","False","0","0","0",""
"PushTopic","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"PushTopic","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"PushTopic","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"PushTopic","Name","トピック名","string","False","False","False","25","0","0",""
"PushTopic","NotifyForFields","項目の通知","picklist","False","False","False","40","0","0",""
"PushTopic","NotifyForOperationCreate","Create","boolean","False","False","False","0","0","0",""
"PushTopic","NotifyForOperationDelete","Delete","boolean","False","False","False","0","0","0",""
"PushTopic","NotifyForOperations","業務の通知","picklist","False","False","False","40","0","0",""
"PushTopic","NotifyForOperationUndelete","Undelete","boolean","False","False","False","0","0","0",""
"PushTopic","NotifyForOperationUpdate","Update","boolean","False","False","False","0","0","0",""
"PushTopic","Query","SOQL クエリ","string","False","False","False","1300","0","0",""
"PushTopic","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_DesignDiagram2Event__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_DesignDiagram2Event__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_DesignDiagram2Event__c","DesignDiagram__c","設計チャート","reference","True","False","False","18","0","0","DesignDiagram__c"
"Relation_DesignDiagram2Event__c","EventRequirement__c","イベント定義","reference","True","False","False","18","0","0","EventRequirements__c"
"Relation_DesignDiagram2Event__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_DesignDiagram2Event__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_DesignDiagram2Event__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_DesignDiagram2Event__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_DesignDiagram2Event__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_DesignDiagram2Event__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Dev2DesignDiagram__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2DesignDiagram__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_Dev2DesignDiagram__c","DesignDiagram__c","設計チャート","reference","True","False","False","18","0","0","DesignDiagram__c"
"Relation_Dev2DesignDiagram__c","Dev_Ticket__c","開発チケット","reference","True","False","False","18","0","0","Dev_Ticket__c"
"Relation_Dev2DesignDiagram__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_Dev2DesignDiagram__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_Dev2DesignDiagram__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2DesignDiagram__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_Dev2DesignDiagram__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_Dev2DesignDiagram__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Dev2ObjectReq__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2ObjectReq__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_Dev2ObjectReq__c","Dev_Ticket__c","開発チケット","reference","True","False","False","18","0","0","Dev_Ticket__c"
"Relation_Dev2ObjectReq__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_Dev2ObjectReq__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_Dev2ObjectReq__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2ObjectReq__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_Dev2ObjectReq__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_Dev2ObjectReq__c","ObjectRequirement__c","オブジェクト定義","reference","True","False","False","18","0","0","ObjectRequirement__c"
"Relation_Dev2ObjectReq__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Dev2PermissionReq__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2PermissionReq__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_Dev2PermissionReq__c","Dev_Ticket__c","開発チケット","reference","True","False","False","18","0","0","Dev_Ticket__c"
"Relation_Dev2PermissionReq__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_Dev2PermissionReq__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_Dev2PermissionReq__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2PermissionReq__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_Dev2PermissionReq__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_Dev2PermissionReq__c","PermissionRequirement__c","権限定義","reference","True","False","False","18","0","0","PermissionRequirement__c"
"Relation_Dev2PermissionReq__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Dev2ReportReq__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2ReportReq__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_Dev2ReportReq__c","Dev_Ticket__c","開発チケット","reference","True","False","False","18","0","0","Dev_Ticket__c"
"Relation_Dev2ReportReq__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_Dev2ReportReq__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_Dev2ReportReq__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2ReportReq__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_Dev2ReportReq__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_Dev2ReportReq__c","ReportRequirement__c","レポート定義","reference","True","False","False","18","0","0","ReportRequirement__c"
"Relation_Dev2ReportReq__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Dev2suite__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2suite__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_Dev2suite__c","DevTicket__c","開発チケット","reference","True","False","False","18","0","0","Dev_Ticket__c"
"Relation_Dev2suite__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_Dev2suite__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_Dev2suite__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2suite__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_Dev2suite__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_Dev2suite__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Dev2suite__c","TestSuite__c","テストスイート","reference","True","False","False","18","0","0","TestSuite__c"
"Relation_Dev2Tag__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2Tag__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_Dev2Tag__c","Dev_Ticket__c","開発チケット","reference","True","False","False","18","0","0","Dev_Ticket__c"
"Relation_Dev2Tag__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_Dev2Tag__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_Dev2Tag__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2Tag__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_Dev2Tag__c","Name","Name","string","False","False","False","80","0","0",""
"Relation_Dev2Tag__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Dev2Tag__c","Tag__c","タグ","reference","True","False","False","18","0","0","Tag__c"
"Relation_Dev2Testcase__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2Testcase__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_Dev2Testcase__c","Dev_Ticket__c","開発チケット","reference","True","False","False","18","0","0","Dev_Ticket__c"
"Relation_Dev2Testcase__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_Dev2Testcase__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_Dev2Testcase__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_Dev2Testcase__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_Dev2Testcase__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_Dev2Testcase__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Dev2Testcase__c","TestCase__c","テストケース","reference","True","False","False","18","0","0","Testcase__c"
"Relation_Issue2Plan__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_Issue2Plan__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_Issue2Plan__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_Issue2Plan__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_Issue2Plan__c","Issue__c","課題・要望","reference","True","False","False","18","0","0","Issue__c"
"Relation_Issue2Plan__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_Issue2Plan__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_Issue2Plan__c","Name","RelationId","string","False","False","False","80","0","0",""
"Relation_Issue2Plan__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Issue2Plan__c","TechActionPlan__c","対応施策","reference","True","False","False","18","0","0","TechActionPlan__c"
"Relation_Issue2Tag__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_Issue2Tag__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_Issue2Tag__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_Issue2Tag__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_Issue2Tag__c","Issue__c","課題・要望","reference","True","False","False","18","0","0","Issue__c"
"Relation_Issue2Tag__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_Issue2Tag__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_Issue2Tag__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_Issue2Tag__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Issue2Tag__c","Tag__c","タグ","reference","True","False","False","18","0","0","Tag__c"
"Relation_ObjectReq2Event__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_ObjectReq2Event__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_ObjectReq2Event__c","EventRequirement__c","イベント定義","reference","True","False","False","18","0","0","EventRequirements__c"
"Relation_ObjectReq2Event__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_ObjectReq2Event__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_ObjectReq2Event__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_ObjectReq2Event__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_ObjectReq2Event__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_ObjectReq2Event__c","ObjectRequirement__c","オブジェクト定義","reference","True","False","False","18","0","0","ObjectRequirement__c"
"Relation_ObjectReq2Event__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_OperationFlow2Tag__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_OperationFlow2Tag__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_OperationFlow2Tag__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_OperationFlow2Tag__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_OperationFlow2Tag__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_OperationFlow2Tag__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_OperationFlow2Tag__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_OperationFlow2Tag__c","OperationFlow__c","運用手順","reference","True","False","False","18","0","0","OperationFlow__c"
"Relation_OperationFlow2Tag__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_OperationFlow2Tag__c","Tag__c","タグ","reference","True","False","False","18","0","0","Tag__c"
"Relation_OptFlow2Dev__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_OptFlow2Dev__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_OptFlow2Dev__c","DevTicket__c","開発チケット","reference","True","False","False","18","0","0","Dev_Ticket__c"
"Relation_OptFlow2Dev__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_OptFlow2Dev__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_OptFlow2Dev__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_OptFlow2Dev__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_OptFlow2Dev__c","Name","Relation_OptFlow2Dev名","string","False","False","False","80","0","0",""
"Relation_OptFlow2Dev__c","OperationFlow__c","運用フロー","reference","True","False","False","18","0","0","OperationFlow__c"
"Relation_OptFlow2Dev__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_OptFlow2Req__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_OptFlow2Req__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
"Relation_OptFlow2Req__c","functionRequirement__c","機能要件","reference","True","False","False","18","0","0","FunctionRequirements__c"
"Relation_OptFlow2Req__c","Id","カスタムオブジェクト ID","id","False","False","False","18","0","0",""
"Relation_OptFlow2Req__c","IsDeleted","削除","boolean","False","False","False","0","0","0",""
"Relation_OptFlow2Req__c","LastModifiedById","最終更新者 ID","reference","False","False","False","18","0","0","User"
"Relation_OptFlow2Req__c","LastModifiedDate","最終更新日","datetime","False","False","False","0","0","0",""
"Relation_OptFlow2Req__c","Name","RelationID","string","False","False","False","80","0","0",""
"Relation_OptFlow2Req__c","OperationFlow__c","業務フロー","reference","True","False","False","18","0","0","OperationFlow__c"
"Relation_OptFlow2Req__c","SystemModstamp","System Modstamp","datetime","False","False","False","0","0","0",""
"Relation_Plan2Requirements__c","CreatedById","作成者 ID","reference","False","False","False","18","0","0","User"
"Relation_Plan2Requirements__c","CreatedDate","作成日","datetime","False","False","False","0","0","0",""
